concept_id,concept_type,name,fsn,preferred_term,synonyms,category,difficulty,cuisine_type,prep_time,cook_time,servings,tags,file_path,amount,unit,is_main,description,step_number,methods,tools,time_estimate
201000305,Ingredient,香油,香油 (Ingredient),香油,[],调料,,,,,,,,5,ml,False,,,,,
201000306,Ingredient,辣椒油,辣椒油 (Ingredient),辣椒油,[],调料,,,,,,,,5,ml,False,,,,,
201000307,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,将金针菇根部切除，用清水冲洗干净，备用。,1.0,"切,洗","刀,盆",
201000308,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,将小葱洗净，切成葱花，备用。,2.0,"洗,切","刀,案板",
201000309,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,将大蒜去皮，切成蒜末，备用。,3.0,"去皮,切","刀,案板",
201000310,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,锅中加入1000 ml饮用水，大火烧开。,4.0,煮,锅,
201000311,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,放入金针菇，煮1-2分钟，至金针菇变软。,5.0,煮,锅,1-2分钟
201000312,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,将煮好的金针菇捞出，沥干水分，放入一个较大的碗中，备用。,6.0,沥干,"碗,漏勺",
201000313,CookingStep,步骤7,步骤7 (Cooking Step),步骤7,,,,,,,,,,,,,在另一个干净的小碗中，加入15 ml生抽，10 ml醋，3 g白糖（可选），5 ml香油（可选）。,7.0,混合,小碗,
201000314,CookingStep,步骤8,步骤8 (Cooking Step),步骤8,,,,,,,,,,,,,加入切好的大蒜末。,8.0,混合,小碗,
201000315,CookingStep,步骤9,步骤9 (Cooking Step),步骤9,,,,,,,,,,,,,搅拌均匀，使白糖充分溶解，酱汁混合均匀。,9.0,搅拌,"筷子,小碗",
201000316,CookingStep,步骤10,步骤10 (Cooking Step),步骤10,,,,,,,,,,,,,将制作好的酱汁均匀淋在金针菇上。,10.0,淋,碗,
201000317,CookingStep,步骤11,步骤11 (Cooking Step),步骤11,,,,,,,,,,,,,撒上切好的小葱花。,11.0,撒,,
201000318,CookingStep,步骤12,步骤12 (Cooking Step),步骤12,,,,,,,,,,,,,根据个人喜好，淋上5 ml辣椒油（可选）。,12.0,淋,,
201000319,CookingStep,步骤13,步骤13 (Cooking Step),步骤13,,,,,,,,,,,,,用筷子轻轻拌匀，即可食用。,13.0,拌,"筷子,碗",
201000320,Recipe,西红柿炒鸡蛋,西红柿炒鸡蛋 (Recipe),西红柿炒鸡蛋,"[{'term': '番茄炒鸡蛋', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': 'tomato炒鸡蛋', 'language': 'zh', 'language_code': 'zh-CN'}]",素菜,2.0,,5-10分钟,5分钟,1人份,"快速做法：直接在有半熟鸡蛋的锅中加入西红柿块，与鸡蛋一起翻炒直至西红柿软烂,可加两滴生抽代替部分盐,鸡蛋液中加1ml醋可去腥增蓬松",dishes/vegetable_dish/西红柿炒鸡蛋.md,,,,,,,,
201000321,Ingredient,西红柿,西红柿 (Ingredient),西红柿,"[{'term': '番茄', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '洋柿子', 'language': 'zh', 'language_code': 'zh-CN'}]",蔬菜,,,,,,,,180,g,True,,,,,
201000322,Ingredient,鸡蛋,鸡蛋 (Ingredient),鸡蛋,"[{'term': '鸡子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '土鸡蛋', 'language': 'zh', 'language_code': 'zh-CN'}]",蛋白质,,,,,,,,1.5,个,True,,,,,
201000323,Ingredient,食用油,食用油 (Ingredient),食用油,[],调料,,,,,,,,6,ml,False,,,,,
201000324,Ingredient,盐,盐 (Ingredient),盐,[],调料,,,,,,,,1.5-2,g,False,,,,,
201000325,Ingredient,糖,糖 (Ingredient),糖,[],调料,,,,,,,,0-2,g,False,,,,,
201000326,Ingredient,葱花,葱花 (Ingredient),葱花,[],调料,,,,,,,,0-10,g,False,,,,,
201000327,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,西红柿洗净。,1.0,洗,"水槽,手",
201000328,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,可选：去掉西红柿的外表皮。开水烫表皮，然后将西红柿放入冷水，剥去外皮。,2.0,"烫,剥","锅,碗,手",约30秒
201000329,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,西红柿去蒂，切成边长不超过4cm的小块，即为西红柿块。,3.0,切,"刀,案板",1-2分钟
201000330,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,将鸡蛋打入碗中，加入1g * 份数的盐，搅匀，即为鸡蛋液。可以考虑向鸡蛋中加入1ml醋，这可以去除腥味，令鸡蛋更蓬松。,4.0,"打,搅","碗,筷子",1分钟
201000331,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,热锅，加入食用油。,5.0,热锅,"炒锅,锅铲",30秒
201000332,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,油热后，倒入鸡蛋液。翻炒至鸡蛋结为固体且颜色微微发黄，即为半熟鸡蛋。,6.0,炒,"炒锅,锅铲",1-2分钟
201000333,CookingStep,步骤7,步骤7 (Cooking Step),步骤7,,,,,,,,,,,,,关火。将半熟鸡蛋盛盘，重新开火。注意：不要洗锅。,7.0,"盛出,再加热","炒锅,盘子,锅铲",30秒
201000334,CookingStep,步骤8,步骤8 (Cooking Step),步骤8,,,,,,,,,,,,,加入西红柿块，锅铲拍打并翻炒20秒，或至西红柿软烂。,8.0,"炒,拍","炒锅,锅铲",20秒
201000335,CookingStep,步骤9,步骤9 (Cooking Step),步骤9,,,,,,,,,,,,,向锅中加入半熟鸡蛋，翻炒均匀。可以考虑加入10ml番茄酱和50ml清水，增加汤汁。可以额外加入一些其它熟肉和材料。,9.0,炒,"炒锅,锅铲",1分钟
201000336,CookingStep,步骤10,步骤10 (Cooking Step),步骤10,,,,,,,,,,,,,加入剩余的盐、糖（可选，如果倾向于甜味版本）、葱花（可选），翻炒均匀。,10.0,炒,"炒锅,锅铲",30秒
201000337,CookingStep,步骤11,步骤11 (Cooking Step),步骤11,,,,,,,,,,,,,关火，盛盘。,11.0,盛出,"盘子,锅铲",
